1,4,5,2,3,4/28/2017 09:15:43 AM,4/28/2017 09:16:37 AM,4/28/2017 09:19:18 AM,4/28/2017 09:22:50 AM,4/28/2017 09:26:30 AM,4/28/2017 09:29:48 AM,4/28/2017 09:38:04 AM,4/28/2017 09:39:59 AM,4/28/2017 09:43:53 AM,4/28/2017 09:45:42 AM
1,4,5,2,3,4/28/2017 10:38:47 AM,4/28/2017 10:41:00 AM,4/28/2017 10:43:27 AM,4/28/2017 10:46:27 AM,4/28/2017 10:49:48 AM,4/28/2017 10:53:30 AM,4/28/2017 11:03:55 AM,4/28/2017 11:06:48 AM,4/28/2017 11:10:44 AM,4/28/2017 11:14:14 AM
1,2,3,4,5,4/28/2017 12:05:20 PM,4/28/2017 12:06:04 PM,4/28/2017 12:08:33 PM,4/28/2017 12:09:58 PM,4/28/2017 12:13:47 PM,4/28/2017 12:15:10 PM,4/28/2017 12:25:28 PM,4/28/2017 12:30:28 PM,4/28/2017 12:35:36 PM,4/28/2017 12:40:24 PM
1,2,3,4,5,4/28/2017 06:07:55 PM,4/28/2017 06:08:57 PM,4/28/2017 06:11:14 PM,4/28/2017 06:13:39 PM,4/28/2017 06:17:33 PM,4/28/2017 06:20:01 PM,4/28/2017 06:31:15 PM,4/28/2017 06:36:15 PM,4/28/2017 06:39:00 PM,4/28/2017 06:43:10 PM
1,4,5,2,3,4/29/2017 09:06:35 AM,4/29/2017 09:07:33 AM,4/29/2017 09:10:07 AM,4/29/2017 09:13:35 AM,4/29/2017 09:17:20 AM,4/29/2017 09:22:10 AM,4/29/2017 09:30:47 AM,4/29/2017 09:33:05 AM,4/29/2017 09:36:53 AM,4/29/2017 09:38:48 AM
1,2,3,4,5,4/29/2017 10:31:23 AM,4/29/2017 10:32:50 AM,4/29/2017 10:35:22 AM,4/29/2017 10:38:11 AM,4/29/2017 10:42:12 AM,4/29/2017 10:45:12 AM,4/29/2017 10:54:04 AM,4/29/2017 10:58:26 AM,4/29/2017 11:03:00 AM,4/29/2017 11:08:00 AM
1,2,3,4,5,4/29/2017 11:41:14 AM,4/29/2017 11:42:52 AM,4/29/2017 11:45:33 AM,4/29/2017 11:48:39 AM,4/29/2017 11:52:47 AM,4/29/2017 11:55:50 AM,4/29/2017 12:04:50 PM,4/29/2017 12:07:25 PM,4/29/2017 12:11:38 PM,4/29/2017 12:15:10 PM
1,2,3,4,5,4/29/2017 01:38:07 PM,4/29/2017 01:39:01 PM,4/29/2017 01:41:43 PM,4/29/2017 01:44:00 PM,4/29/2017 01:48:04 PM,4/29/2017 01:49:57 PM,4/29/2017 01:58:50 PM,4/29/2017 02:03:50 PM,4/29/2017 02:08:35 PM,4/29/2017 02:12:20 PM
1,2,3,4,5,5/1/2017 01:38:07 PM,5/1/2017 01:38:58 PM,5/1/2017 01:42:46 PM,5/1/2017 01:44:30 PM,5/1/2017 01:48:17 PM,5/1/2017 01:49:54 PM,5/1/2017 01:57:48 PM,5/1/2017 02:02:38 PM,5/1/2017 02:05:28 PM,5/1/2017 02:08:40 PM
1,4,5,2,3,5/1/2017 04:38:08 PM,5/1/2017 04:38:58 PM,5/1/2017 04:43:22 PM,5/1/2017 04:48:22 PM,5/1/2017 04:52:06 PM,5/1/2017 04:56:49 PM,5/1/2017 05:05:30 PM,5/1/2017 05:07:20 PM,5/1/2017 05:11:16 PM,5/1/2017 05:12:57 PM
1,4,5,2,3,5/1/2017 05:56:00 PM,5/1/2017 05:57:12 PM,5/1/2017 05:59:30 PM,5/1/2017 06:02:12 PM,5/1/2017 06:04:42 PM,5/1/2017 06:08:50 PM,5/1/2017 06:17:41 PM,5/1/2017 06:20:02 PM,5/1/2017 06:23:55 PM,5/1/2017 06:26:04 PM
1,4,5,2,3,5/2/2017 10:38:07 AM,5/2/2017 10:38:40 AM,5/2/2017 10:40:15 AM,5/2/2017 10:45:00 AM,5/2/2017 10:47:15 AM,5/2/2017 10:51:40 AM,5/2/2017 11:01:25 AM,5/2/2017 11:02:41 AM,5/2/2017 11:06:31 AM,5/2/2017 11:07:41 AM
1,2,3,4,5,5/2/2017 12:05:18 PM,5/2/2017 12:06:23 PM,5/2/2017 12:09:01 PM,5/2/2017 12:11:12 PM,5/2/2017 12:15:06 PM,5/2/2017 12:17:22 PM,5/2/2017 12:24:11 PM,5/2/2017 12:27:18 PM,5/2/2017 12:29:53 PM,5/2/2017 12:33:10 PM
